ID,name,name2,typ,role,role2,Verwandtschaft,place,state,polit,beruf,spezifik,sex,institution,institution2,family,,,,,,,,,
A4804,Zoll Heidingsfeld ,,Sache,,,,Heidingsfeld,,Zoll,,,,,,,,,,,,,,,
A4805,Zoll von Fürth,,Sache,,,,Fürth,,Zoll,,,,,,,,,,,,,,,
A4806,Zoll von Wörth,,Sache,,,,Wörth,,Zoll,,,,,,,,,,,,,,,
A4807,Zölle an der Donau ,,Sache,,,,Donau,,Zoll,,,,,,,,,,,,,,,
A4808,"Peter, Andres und F.",,Personengruppe,Zollner von Hallburg,,,,,,,Zollner,male,,,,,,,,,,,,
A4809,zu Geschaidt Heinz,,Person,,,,,,,,,male,,,,,,,,,,,,
A481,Schultheiß von Bernheim,,Person,Schultheiß von Bernheim,,,Bernheim ,Funktionsträger,,,Schultheiß,male,,, s. Ultzfelder,,,,,,,,,
A4810,zu Immeldorf Eberhard,,Person,,,,,,,,,male,,,,,,,,,,,,
A4811,Hintersasse zu Meinfeld ,,Person,Hintersasse zu Meinfeld ,,,"Groß und Kleinmeinfeld, nö. Hersbruck",Hintersasse,,,,male,,,,,,,,,,,,
A4812,"Zwingel, der, von Zirndorf",,Person,,,,,,,,,male,,,,,,,,,,,,
A482,Albrecht Klack,,Person,Pfleger zu Roth,,,Roth,Funktionsträger,Funktionsträger,,Pfleger,male,,,,,,,,,,,,
A483,Albrecht Schrimpf,,Person,Schultheiß zu Würzburg,,,Würzburg,Funktionsträger,,,Schultheiß,male,,,,,,,,,,,,
A484,Asmus Eberstein,,Person,Vogt zu Königsberg,,,Königsberg,Funktionsträger,,,Vogt,male,,,,,,,,,,,,
A485,B. Hittenbeck,,Person,Pfleger zu Rothenberg,,,Rothenberg,Funktionsträger,Funktionsträger,,Pfleger,male,,,,,,,,,,,,
A486,Berthold von Abenberg,,Person,Vogt zu Speckfeld,,,Speckfeld,Funktionsträger,,,Vogt,male,,,,,,,,,,,,
A487,Burkhard Schenk von Tautenburg,,Person,Vogt zu Coburg,,,Coburg,Funktionsträger,,,Vogt,male,,,,,,,,,,,,
A488,Contz Meisner,,Person,Vogt zu Henfenfeld,,,Henfenfeld,Funktionsträger,,,Vogt,male,,,,,,,,,,,,
A489,Contz Mugelin,,Person,Vogt zu Baiersdorf,,,Baiersdorf,Funktionsträger,,,Vogt,male,,,,,,,,,,,,
A49,Kaltenhof ,,Person,,Hintersassen des Konrad Hiltpoltsteiner,,"bei Simmelsdorf, nö. Lauf",Hintersasse,,,,male,,,,,,,,,,,,
A490,Contz Pollinger,,Person,Pfleger zu Helfenberg,,,Helfenberg,Funktionsträger,Funktionsträger,,Pfleger,male,,,,,,,,,,,,
A491,Contz Sixt,,Person,Vogt zum Winterstein,,,Winterstein,Funktionsträger,,,Vogt,male,,,,,,,,,,,,
A492,Endres Rautenstock,,Person,Landschreiber zu Sulzbach,,,Sulzbach,Funktionsträger,,,Landschreiber,male,Landgericht Sulzbach,,,,,,,,,,,
A493,Engelhard von Absberg ,,Person,Pfleger zu Gunzenhausen,,,Gunzenhausen,Funktionsträger,Funktionsträger,,Pfleger,male,,,,,,,,,,,,
A494,Erhard von Rohrenstadt ,,Person,Pfleger zu Pleystein und Nabburg,,,,Funktionsträger,Funktionsträger,,Pfleger,male,,,,,,,,,,,,
A495,F. Schenk,,Person,Pfleger zu Schwabach,,,Schwabach,Funktionsträger,Funktionsträger,,Pfleger,male,,,,,,,,,,,,
A496,Friedrich Toblheimer,,Person,Landschreiber und Anwalt zu Landshut,,,Landshut,,Funktionsträger,Jurist,Landschreiber,male,Landgericht Landshut,,,,,,,,,,,
A497,Friedrich von Löwenstein ,,Person,Amtmann zu Kreuznach,,,Kreuznach,Funktionsträger,Funktionsträger,,Amtmann,male,,,,,,,,,,,,
A498,Fritz Fuldner,,Person,Vogt und Diener der Frau von Rosenberg,,,,,Funktionsträger,,Vogt,male,,,,,,,,,,,,
A499,Fritz Mibitz,,Person,Pfleger zu Abenberg,,,Abenberg,Funktionsträger,Funktionsträger,,Pfleger,male,,,,,,,,,,,,
A5,Johann Trost,,Person,Meister ,Arzt bei Kg. Ladislaus und dem Bf. von Passau,,,,fremder Hof,,,male,König von Böhmen,,,,,,,,,,,
A50,Hintersassen Herzog Albrechts von Bayern,,Person,,Hintersassen Herzog Albrechts von Bayern,,,Hintersasse,,,,male,Herzog von Bayern,,,,,,,,,,,
A500,Fritz Pollinger zu Chameregg,,Person,Pfleger zu Haimburg und Pfaffenhofen,,,,Funktionsträger,Funktionsträger,,Pfleger,male,,,,,,,,,,,,
A501,Hans Kolb von Wöhrd,,Person,Pfleger zu Wernberg,,,Wernberg,Funktionsträger,Funktionsträger,,Pfleger,male,,,,,,,,,,,,
A502,Hans Stretz,,Person,Vogt zu Kronach,,,Kronach,Funktionsträger,,,Vogt,male,,,,,,,,,,,,
A503,Hans von Lichtenstein ,,Person,Vogt zu Eisfeld,,,Eisfeld,Funktionsträger,,,Vogt,male,,,,,,,,,,,,
A505,Hans von Raitenbuch ,,Person,Pfleger zu Hemau,,,Hemau,Funktionsträger,Funktionsträger,,Pfleger,male,,,,,,,,,,,,
A506,Hans von Redwitz zu Grub,,Person,Pfleger zu Hollenberg und Betzenstein,,,Hollenberg,Funktionsträger,Funktionsträger,,Pfleger,male,,,,,,,,,,,,
A507,Hans von Rotenhan ,,Person,Pfleger zu Giech,,,Giech,Funktionsträger,Funktionsträger,,Pfleger,male,,,,,,,,,,,,
A508,Hans von Schaumberg,,Person,Pfleger zu Kipfenberg,,,Kipfenberg,Funktionsträger,Funktionsträger,,Pfleger,male,,,,,,,,,,,,
A509,Hans von Selbitz,,Person,Vogt zu Heldburg,,,Heldburg,Funktionsträger,,,Vogt,male,,,,,,,,,,,,
A51,Martin von Wildenstein,,Person,Schultheiß zu Neumarkt,Hofmeister,,Neumarkt,fremder Hof,Funktionsträger,,Schultheiß,male,,,,,,,,,,,,
A510,Hartung von Rabenstein,,Person,Vogt zu Erlangen,,,Erlangen,Funktionsträger,,,Vogt,male,,,,,,,,,,,,
A511,Haug von Parsberg ,,Person,Pfleger zu Hemau,,,Hemau,Funktionsträger,Funktionsträger,,Pfleger,male,,,,,,,,,,,,
A512,Heinrich Marschall von Pappenheim,,Person,,,,,Niederadel,Funktionsträger,,,male,,,,,,,,,,,,
A513,Heinrich Pfister,,Person,Kastner zu Prichsenstadt,,,Prichsenstadt,Funktionsträger,,,Kastner,male,,,,,,,,,,,,
A514,Heinz Henickein,,Person,Schultheiß zu Winterhausen,,,Winterhausen,Funktionsträger,,,Schultheiß,male,,,,,,,,,,,,
A515,Henne von Bellersheim ,,Person,Amtmann zu Höchst,,,,Funktionsträger,Funktionsträger,,Amtmann,male,,,,,,,,,,,,
A516,Hermann von Streitberg,,Person,Amtmann zu Neideck,,,Neideck,Funktionsträger,Funktionsträger,,Amtmann,male,,,,,,,,,,,,
A517,Jakob Auer zu Brennberg,,Person,Hauptmann zu Regensburg,,,Regensburg,,,Militär,,male,,,,,,,,,,,,
A518,Jakob Staud ,,Person,Kellner zu Miltenberg,,,Miltenberg,Funktionsträger,,,,male,,,,,,,,,,,,
A519,Jörg Bucher,,Person,Vogt zu Schwarzenberg,,,Schwarzenberg,Funktionsträger,,,Vogt,male,,,,,,,,,,,,
A52,Konrad Marschall von Pappenheim,,Person,Vogt zu Coburg,Hofmeister Hz. Wilhelms von Sachsen,,,Niederadel,Funktionsträger,,Vogt,male,Herzog von Sachsen,,,,,,,,,,,
A521,Jörg Klack,,Person,Pfleger zu Thann,,,Thann,Funktionsträger,Funktionsträger,,Pfleger,male,,,,,,,,,,,,
A522,Jörg Marschall von Pappenheim,,Person,Pfleger zu Kelheim,,,,Niederadel,Funktionsträger,,Pfleger,male,,,,,,,,,,,,
A523,Jörg Riech,,Person,Landschreiber zu Amberg,,,Amberg,Funktionsträger,,,Landschreiber,male,Landgericht Amberg,,,,,,,,,,,
A525,Jörg von Schweinfurt,,Person,Amtmann zu Neustadt,,,Neustadt,Funktionsträger,Funktionsträger,,Amtmann,male,,,,,,,,,,,,
A526,Jörg von Strahlenfels,,Person,Pfleger zu Hohenstein,,,Hohenstein,Funktionsträger,Funktionsträger,,Pfleger,male,,,,,,,,,,,,
A527,Kaspar Beger,,Person,Vogt zu Kaysersberg,,,Kaysersberg,Funktionsträger,,,Vogt,male,,,,,,,,,,,,
A528,Kaspar Castner,,Person,Vogt zu Kulmbach,,,Kulmbach,Funktionsträger,,,Vogt,male,,,,,,,,,,,,
A529,Kastner zu Bayreuth,,Person,,,,,Funktionsträger,,,,male,,,,,,,,,,,,
A53,Heinrich Span,,Person,,Kammerprokurator K. Friedrichs III.,,,,,Jurist,,male,Kaiserhof,,,,,,,,,,,
A531,Eberhard von Riedern,,Person,Amtmann zu Bischofsheim,Vitztum zu Aschaffenburg,,sö. Miltenberg,Funktionsträger,Funktionsträger,Vitztum,Amtmann,male,,,,,,,,,,,,
A531,Lienhard Leuchter,,Person,Vogt zu Spalt,,,Spalt,Funktionsträger,,,Vogt,male,,,, ,,,,,,,,
A532,Marschall Wilhelm von Crailsheim,,Person,Vogt zu Speckfeld,,,Speckfeld,Funktionsträger,,,Vogt,male,,,,,,,,,,,,
A533,Moritz von Streitberg,,Person,Pfleger zu Hohenstein,,,Vilseck,Funktionsträger,Funktionsträger,,Pfleger,male,,,,,,,,,,,,
A534,Jörg von Rosenberg ,,Person,Amtmann zu Bischofsheim,,,Bischofsheim,Funktionsträger,Funktionsträger,,Amtmann,male,,,,,,,,,,,,
A534,N. N. ,,Person,Kastner des von Abenberg,,,Abenberg,Funktionsträger,,,Kastner,male,,,,,,,,,,,,
A535,Niklas Predenwinder,,Person,Kastner zu Hilpoltstein,,,Hilpoltstein,Funktionsträger,,,Kastner,male,,,,,,,,,,,,
A536,Paulvon Streitberg,,Person,Pfleger zu Vilseck und Hohenburg,,,Vilseck,Funktionsträger,Funktionsträger,,Pfleger,male,,,,,,,,,,,,
A537,Reinhard von Redwitz zu Holnstein,,Person,Pfleger zu Neustadt,,,Neustadt,Funktionsträger,Funktionsträger,,Pfleger,male,,,,,,,,,,,,
A538,Rüdiger Henlein,,Person,Pfleger zu Bayreuth,,,Bayreuth,Funktionsträger,Funktionsträger,,Pfleger,male,,,,,,,,,,,,
A539,Rudolf Hüll,,Person,Amtmann zu Kitzingen,,,Kitzingen,Funktionsträger,Funktionsträger,,Amtmann,male,,,,,,,,,,,,
A54,Hans Pörtel,,Person,,Kandelgießer,,,,,Handwerker,,male,,,,,,,,,,,,
A540,Seitz Berlin,,Person,Vogt zu Kirchberg,,,Kirchberg,Funktionsträger,,,Vogt,male,,,,,,,,,,,,
A541,Sigmund Sanizeller,,Person,Pfleger zu Hilpoltstein,,,Hilpoltstein,Funktionsträger,Funktionsträger,,Pfleger,male,,,,,,,,,,,,
A542,Stephan von Bayern,,Person,Vogt zu Kaysersberg,,,Kaysersberg,Funktionsträger,,,Vogt,male,,,,,,,,,,,,
A543,Tyrolt Reicker,,Person,Rentmeister und Anwalt zu Landshut,,,Landshut,,Funktionsträger,Jurist,Rentmeister,male,,,,,,,,,,,,
A544,Werner von Parsberg ,,Person,Reichsschultheiß zu Nürnberg,,Ritter,Nürnberg,,Funktionsträger,,Reichsschultheiß,male,Nürnberger Rat,,,,,,,,,,,
A545,Wilhelm Paulsdorfer,,Person,Pfleger zu Hersbruck,,,Hersbruck,Funktionsträger,Funktionsträger,,Pfleger,male,,,,,,,,,,,,
A546,Wilhelm Rebstock zu Hohenrechberg,,Person,Vitztum zu Amberg,,,Amberg,Funktionsträger,Funktionsträger,,Statthalter,male,,,,,,,,,,,,
A547,Wilhelm Schellenberger,,Person,Pfleger zu Riedenburg,,,Riedenburg,Funktionsträger,Funktionsträger,,Pfleger,male,,,,,,,,,,,,
A548,Wilhelm Schenk von Geyern,,Person,Pfleger zu Hilpoltstein,,,Hilpoltstein,Funktionsträger,Funktionsträger,,Pfleger,male,,,,,,,,,,,,
A549,Zeisolf von Adelsheim,,Person,Vitztum,,,,Funktionsträger,,,Statthalter,male,,,,,,,,,,,,
A55,Johann von Carvajal,Kardinal von St. Angelus,Person,päpstlicher Legat,Kardinal von St. Angelus,,"bei Plasencia, sw. Madrid, Spanien",Kleriker,,,Kardinal,male,Kurie,,,,,,,,,,,
A550,Herzog Ernst von Braunschweig,,Person,Herzog von Braunschweig,,,Braunschweig,Fürst,,,Herzog,male,Herzog von Braunschweig,,,,,,,,,,,
A551,Herzog Friedrich d. J. von Braunschweig,,Person,Herzog von Braunschweig,,,,Fürst,,,Herzog,male,Herzog von Braunschweig,,,,,,,,,,,
A552,Gaf Albrecht von Wertheim,,Person,Graf von Wertheim,,,Wertheim,Fürst,,,Graf,male,Graf von Wertheim,,,,,,,,,,,
A553,Gemahlin Herzog Albrechts von Bayern,,Person,,,Gemahlin Herzog Albrechts von Bayern,,Fürst,,,,female,,,,,,,,,,,,
A554,Graf von Castell ,,Person,Graf von Castell,,,Castell,Fürst,,,Graf,male,Graf von Castell,,,,,,,,,,,
A555,Graf von Sulz ,,Person,Graf von Sulz ,,,Sulz,Fürst,,,Graf,male,Graf von Sulz ,,,,,,,,,,,
A556,Graf Friedrich von Cilli ,,Person,Graf von Cilli,,,Cilli,Fürst,,,Graf,male,Graf von Cilli,,,,,,,,,,,
A557,Graf Hans von Eberstein ,,Person,Graf von Eberstein ,,,"Ebersteinburg, ö. Baden Baden",Fürst,,,Graf,male,Graf von Eberstein ,,,,,,,,,,,
A558,Graf Hans von Honstein ,,Person,Graf von Honstein,,,"nö. Nordhausen, Thüringen",Fürst,,,Graf,male,Graf von Honstein,,,,,,,,,,,
A559,Graf Hans von Wertheim,,Person,Graf von Wertheim,,,Wertheim,Fürst,,,Graf,male,Graf von Wertheim,,,,,,,,,,,
A560,Graf Heinrich von Henneberg ,,Person,Graf von Henneberg ,,,Henneberg,Fürst,,,Graf,male,Graf von Henneberg ,,,,,,,,,,,
A561,Graf Heinrich von Schwarzburg,,Person,Graf von Schwarzburg,,,Schwarzburg,Fürst,,,Graf,male,Graf von Schwarzburg,,,,,,,,,,,
A562,Graf Johann von Schwarzburg,,Person,Graf von Schwarzburg,,,Schwarzburg,Fürst,,,Graf,male,Graf von Schwarzburg,,,,,,,,,,,
A563,Graf Johann von St. Georgen und Pösing ,,Person,Graf von St. Georgen und Pösing ,,,,Fürst,,,Graf,male,Graf von St. Georgen und Pösing ,,,,,,,,,,,
A564,Graf Jörg von Henneberg ,,Person,Graf von Henneberg ,,,Henneberg,Fürst,,,Graf,male,Graf von Henneberg ,,,,,,,,,,,
A565,Graf Jörg von Wertheim,,Person,Graf von Wertheim,,,Wertheim,Fürst,,,Graf,male,Graf von Wertheim,,,,,,,,,,,
A566,Graf Jörg zu Seinsheim von Schwarzburg,,Person,Graf von Schwarzburg,,,Schwarzburg,Fürst,,,Graf,male,Graf von Schwarzburg,,,,,,,,,,,
A567,Graf Katharina von Cilli ,,Person,Graf von Cilli,,,Cilli,Fürst,,,Graf,female,Graf von Cilli,,,,,,,,,,,
A568,Graf Konrad von Helfenstein ,,Person,Graf von Helfenstein ,,,"bei Geislingen, nw. Ulm, Bad. Württ.",Fürst,,,Graf,male,Graf von Helfenstein ,,,,,,,,,,,
A569,Graf Ludwig von Oettingen,,Person,Graf von Oettingen,,,Oettingen,Fürst,,,Graf,male,Graf von Oettingen,,,,,,,,,,,
A57,Johann,,Person,Abt,Kartäuser,,,,,,Abt,male,Kartäuser in Nürnberg,,,,,,,,,,,
A57,König Ladislaus von Ungarn und Böhmen,,Person,König von Böhmen,König von Ungarn,,,Fürst,,,,male,König von Böhmen,König von Ungarn,,,,,,,,,,
A570,Graf Ludwig von Württemberg,,Person,Graf von Württemberg,,,,Fürst,,,Graf,male,Graf von Württemberg,,,,,,,,,,,
A571,Graf Metze von Schwarzburg zu Lobenstein,,Person,Graf von Schwarzburg,,,Lobenstein,Fürst,,,Graf,male,Graf von Schwarzburg,,,,,,,,,,,
A572,Graf Michel von Schwarzburg,,Person,Graf von Schwarzburg,,,,Fürst,,,Graf,male,Graf von Schwarzburg,,,,,,,,,,,
A573,Graf N. N. d. J. von Oettingen,,Person,Graf von Oettingen,,,Oettingen,Fürst,,,Graf,male,Graf von Oettingen,,,,,,,,,,,
A574,Graf Philipp d. J. von Katzenelnbogen ,,Person,Graf von Katzenelnbogen ,,,Katzenelnbogen,Fürst,,,Graf,male,Graf von Katzenelnbogen ,,,,,,,,,,,
A575,Graf Philipp von Hanau ,,Person,Graf von Hanau ,,,Hanau,Fürst,,,Graf,male,Graf von Hanau ,,,,,,,,,,,
A576,Graf Philipp von Henneberg ,,Person,Graf von Henneberg ,,,Henneberg,Fürst,,,Graf,male,Graf von Henneberg ,,,,,,,,,,,
A577,Graf Philipp von Katzenelnbogen ,,Person,Graf von Katzenelnbogen ,,,Katzenelnbogen,Fürst,,,Graf,male,Graf von Katzenelnbogen ,,,,,,,,,,,
A578,Graf Sigmund von Schwarzburg,,Person,Graf von Schwarzburg,,,,Fürst,,,Graf,male,Graf von Schwarzburg,,,,,,,,,,,
A579,Graf Sigmund von St. Georgen und Pösing ,,Person,Graf von St. Georgen und Pösing ,,,,Fürst,,,Graf,male,Graf von St. Georgen und Pösing ,,,,,,,,,,,
A58,Anton Tallner,,Person,Bürger zu N.,Kürschner,,Nürnberg,Nürnberger Bürger,,Handwerker,,male,,,,Handwerker im kleinen Rat,1437-1473,,,,,,,
A580,Graf Ulrich von Cilli ,,Person,Graf von Cilli,,Sohn Friedrichs von Cilli ,Cilli,Fürst,,,Graf,male,Graf von Cilli,,,,,,,,,,,
A581,Graf Ulrich von Oettingen,,Person,Graf von Oettingen,,,Oettingen,Fürst,,,Graf,male,Graf von Oettingen,,,,,,,,,,,
A582,Graf Ulrich von Württemberg,,Person,Graf von Württemberg,,,,Fürst,,,Graf,male,Graf von Württemberg,,,,,,,,,,,
A583,Graf Wilhelm von Castell,,Person,Graf von Castell,,,Castell,Fürst,,,Graf,male,Graf von Castell,,,,,,,,,,,
A584,Graf Wilhelm von Henneberg ,,Person,Graf von Henneberg ,,,Henneberg,Fürst,,,Graf,male,Graf von Henneberg ,,,,,,,,,,,
A585,Graf Wilhelm von Oettingen,,Person,Graf von Oettingen,,,Oettingen,Fürst,,,Graf,male,Graf von Oettingen,,,,,,,,,,,
A586,Graf Wilhelm von Wertheim,,Person,Graf von Wertheim,,,Wertheim,Fürst,,,Graf,male,Graf von Wertheim,,,,,,,,,,,
A587,Grafen von Oettingen,,Person,Graf von Oettingen,,,Oettingen,Fürst,,,Graf,male,Graf von Oettingen,,,,,,,,,,,
A588,Grafen von Württemberg,,Person,Graf von Württemberg,,,,Fürst,,,Graf,male,Graf von Württemberg,,,,,,,,,,,
A589,Gräfin Anna von Wertheim,,Person,Gräfin von Wertheim,,,Wertheim,Fürst,,,Graf,female,Graf von Wertheim,,,,,,,,,,,
A590,Gräfin Johanneta von Henneberg ,,Person,Gräfin von Henneberg ,,,Henneberg,Fürst,,,Graf,female,Graf von Henneberg,,,,,,,,,,,
A591,Gräfin Katharina von Henneberg ,,Person,Gräfin von Henneberg ,,,Henneberg,Fürst,,,Graf,female,Graf von Henneberg,,,,,,,,,,,
A592,Heinrich Feckeler,,Person,Freigraf im Stift Paderborn,,,Stift Paderborn,Niederadel,,,Freigraf,male,,,,,,,,,,,,
A594,Heinrich von Braunschweig,,Person,Herzog von Braunschweig,,,Braunschweig,Fürst,,,Herzog,male,Herzog von Braunschweig,,,,,,,,,,,
A595,Herzog Albrecht von Bayern,,Person,Herzog von Bayern,,,,Fürst,,,Herzog,male,Herzog von Bayern,,,,,,,,,,,
A596,Herzog Albrecht von Österreich,,Person,Herzog von Österreich,,,,Fürst,,,Herzog,male,Herzog von Österreich,,,,,,,,,,,
A597,Herzog Friedrich von Sachsen,,Person,Herzog von Sachsen,,,,Fürst,,,Herzog,male,Herzog von Sachsen,,,,,,,,,,,
A598,Herzog Heinrich von Bayern,,Person,Herzog von Bayern,,,,Fürst,,,Herzog,male,Herzog von Bayern,,,,,,,,,,,
A599,Herzog Ludwig von Bayern,,Person,Herzog von Bayern,,,,Fürst,,,Herzog,male,Herzog von Bayern,,,,,,,,,,,
A6,Cuntz Eichhorn,,Person,Bürger zu N.,Bäcker,,Nürnberg,Nürnberger Bürger,,Handwerker,,male,,,,,,,,,,,,
A600,Herzog Mechthild von Österreich,,Person,Herzogin von Österreich,,,,Fürst,,,Herzog,female,Herzog von Österreich,,,,,,,,,,,
A601,Herzog Sigmund von Österreich,,Person,Herzog von Österreich,,,,Fürst,,,Herzog,male,Herzog von Österreich,,,,,,,,,,,
A602,Herzog Sigmund von Sachsen,,Person,Herzog von Sachsen,,,,Fürst,,,Herzog,male,Herzog von Sachsen,,,,,,,,,,,
A603,Herzog von Österreich,,Person,Herzog von Österreich,,,,Fürst,,,Herzog,male,Herzog von Österreich,,,,,,,,,,,
A604,Herzog Wilhelm von Sachsen,,Person,Herzog von Sachsen,,,,Fürst,,,Herzog,male,Herzog von Sachsen,,,,,,,,,,,
A605,Herzöge von Burgund,,Personengruppe,Herzöge von Burgund,,,Burgund,Fürst,,,Herzog,male,Herzog von Burgund,,,,,,,,,,,
A606,Herzöge von Sachsen,,Personengruppe,Herzog von Sachsen,,,,Fürst,,,Herzog,male,Herzog von Sachsen,,,,,,,,,,,
A607,Herzogin Anna von Bayern,,Person,,,,,Fürst,,,,female,,,,,,,,,,,,
A608,Herzogin Margarethe von Bayern,,Person,,,,,Fürst,,,,female,,,,,,,,,,,,
A609,Jan Swesterzun von Hradist,,Person,Bgf. zu Taus,,,,Fürst,,,,male,Burggraf zu Taus,,,,,,,,,,,
A61,Graf Heinrich von Lupfen ,,Person,Landvogt im Thurgau,Ldgf. zu Stühlingen,Vogt zu Feldkirch,,Fürst,,,Landvogt,male,Landgraf zu Stühlingen,,,,,,,,,,,
A610,Kaspar Froß,,Person,Burggraf zu Königswart,,,Königswart,Fürst,,,Burggraf,male,Burggraf zu Königswart,,,,,,,,,,,
A611,Landgraf Ludwig von Hessen,,Person,Landgraf von Hessen,,,Hessen,Fürst,,,,male,Landgraf von Hessen,,,,,,,,,,,
A612,Markgraf Albrecht von Brandenburg,Albrecht Achilles,Person,Markgraf Brandenburg,,,Brandenburg,Fürst,,,Markgraf,male,Markgraf Brandenburg,,,,,,,,,,,
A613,Markgraf Friedrich von Brandenburg,,Person,Markgraf Brandenburg,,,Brandenburg,Fürst,,,Markgraf,male,Markgraf Brandenburg,,,,,,,,,,,
A614,Markgraf Jakob von Baden,,Person,Markgraf von Baden,,,,Fürst,,,Markgraf,male,Markgraf von Baden,,,,,,,,,,,
A615,Markgraf Johann von Brandenburg,Johann der Alchemist,Person,Markgraf Brandenburg,,,Brandenburg,Fürst,,,Markgraf,male,Markgraf Brandenburg,,,,,,,,,,,
A616,Markgraf Karl von Baden,,Person,Markgraf von Baden,,,,Fürst,,,Markgraf,male,Markgraf von Baden,,,,,,,,,,,
A617,Markgrafen von Brandenburg ,,Personengruppe,Markgraf Brandenburg,,,Brandenburg,Fürst,,,Markgraf,male,Markgraf Brandenburg,,,,,,,,,,,
A618,Markgräfin Barbara von Brandenburg,,Person,,,,Brandenburg,Fürst,,,,female,,,,,,,,,,,,
A619,Markgräfin Barbara von Mantua ,,Person,Markgräfin von Mantua ,,,Italien,Fürst,,,Markgraf,female,Markgraf von Mantua,,,,,,,,,,,
A62,Jakob Truchseß von Waldburg,,Person,Hofmeister des Hz. von Österreich,Landvogt zu Schwaben,,,fremder Hof,Funktionsträger,Hofmeister,Landvogt,male,Herzog von Österreich,,,,,,,,,,,
A62,Stubenvollin,,Person,Bürger zu N.,Magd der Endres Volkmerin,,Nürnberg,Nürnberger Bürger,,,,female,,,,,,,,,,,,
A620,Markgräfin Margarethe von Brandenburg,,Person,,,Frau des Markgrafen Albrechts von Brandenburg,Brandenburg,Fürst,,,,female,,,,,,,,,,,,
A621,Przibram von Ratzin,,Person,Burggraf zu Tachau,,,Tachau,Fürst,,,Burggraf,male,Burggraf zu Tachau,,,,,,,,,,,
A622,Wilhelm von der Sunger,,Person,Freigraf zu Dortmund und Waltrop,,,Dortmund,Niederadel,,,Freigraf,male,,,,,,,,,,,,
A623,Domkapitel von Regensburg,,Institution,,,,Regensburg,Kleriker,geistliche Institution,,,,Domkapitel Regensburg,,,,,,,,,,,
A624,Kirche St. Helena in Kersbach,,Institution,,,,Kersbach,Kleriker,geistliche Institution,,,,Kirche St. Helena in Kersbach,,,,,,,,,,,
A625,Kloster Engelthal ,,Institution,,,,sw. Hersbruck,Kleriker,geistliche Institution,,,,Kloster Engelthal ,,,,,,,,,,,
A626,Seligenpforten ,Äbtissin des Klosters,Institution,,,,sw. Neumarkt,Kleriker,geistliche Institution,,,female,Kloster Seligenpforten,,,,,,,,,,,
A627,Abt des Klosters Ensdorf,Kloster Engelthal ,Institution,Kloster,,,sö. Amberg,Kleriker,geistliche Institution,,,male,Kloster Ensdorf,,,,,,,,,,,
A628,Augustiner in Nürnberg,,Institution,,,,Nürnberg ,Kleriker,geistliche Institution,,,,Augustiner in Nürnberg,,,,,,,,,,,
A629,Kloster Auhausen ,Abt Jörg von Schechingen,Institution,Kloster,,,nö. Nördlingen,Kleriker,geistliche Institution,,,male,Kloster Auhausen,,,,,,,,,,,
A63,Ulrich Smid,,Person,,Mann des Bohuslaw von Seeberg ,,,,,,,male,,,,,,,,,,,,
A630,Barfüsser in Nürnberg,,Institution,,,,Nürnberg ,Kleriker,geistliche Institution,,,,Barfüsser,,,,,,,,,,,
A631,Barfüsserkl. In München,,Institution,,,,München,Kleriker,geistliche Institution,,,,Barfüsser,,,,,,,,,,,
A632,Deutscher Orden,,Institution,,,,,Kleriker,geistliche Institution,,,,Deutscher Orden,,,,,,,,,,,
A633,Deutschordenshaus in Nürnberg,,Institution,,,,Nürnberg ,Kleriker,geistliche Institution,,,,Deutscher Orden,,,,,,,,,,,
A634,Domkapitel von Bamberg,,Institution,,,,Bamberg,Kleriker,geistliche Institution,,,,Domkapitel Bamberg,,,,,,,,,,,
A635,Domkapitel von Eichstätt,,Institution,,,,Oberbayern,Kleriker,geistliche Institution,,,,Domkapitel Eichstätt,,,,,,,,,,,
A636,Domkapitel von Speyer,,Institution,,,,Speyer ,Kleriker,geistliche Institution,,,,Domkapitel Speyer,,,,,,,,,,,
A637,Domkapitel von Würburg,,Institution,,,,Würzburg,Kleriker,geistliche Institution,,,,Domkapitel Würburg,,,,,,,,,,,
A638,Dompropstei von Bamberg,Jörg von Schaumberg,Institution,,,,Bamberg,Kleriker,geistliche Institution,,,,Domkapitel Bamberg,,,,,,,,,,,
A639,Dompropstei von Würburg,,Institution,,,,Würzburg,Kleriker,geistliche Institution,,,,Domkapitel Würburg,,,,,,,,,,,
A64,Fritz Wilhelm,,Person,Bürger zu N.,Maurer,,Nürnberg,Nürnberger Bürger,,Handwerker,,male,,,,,,,,,,,,
A640,Kloster Ebrach ,Abt des Klosters,Institution,Kloster,,,ö. Würzburg,Kleriker,geistliche Institution,,,male,Kloster Ebrach ,,,,,,,,,,,
A641,Kapelle Unser Lieben Frau in Nürnberg ,,Institution,,,,Nürnberg ,Kleriker,geistliche Institution,,,,,,,,,,,,,,,
A642,Kartäuser in Nürnberg,,Institution,,,,Nürnberg ,Kleriker,geistliche Institution,,,,Kartäuser in Nürnberg,,,,,,,,,,,
A643,Kl. St. Theodor,,Institution,,,,Bamberg,Kleriker,geistliche Institution,,,female,Kloster St. Theodor,,,,,,,,,,,
A644,Kl. zum hl. Grab ,Priorin Kunigunde Melwerin,Institution,Predigerkloster,,,Bamberg,Kleriker,geistliche Institution,,,female,Kloster zum hl. Grab,,,,,,,,,,,
