ID,name,name2,typ,role,role2,Verwandtschaft,place,state,polit,beruf,spezifik,sex,institution,institution2,family,,,,,,,,,
A1650,Rothenburg o. d. Tauber ,,Stadt,,,,Mittelfranken,,,,,,Rothenburg o. d. Tauber ,,,,,,,,,,,
A1651,Salzburg ,Bürger und Einwohner,Stadt,,,,Österreich,,,,,,Salzburg ,,,,,,,,,,,
A1652,Schärding ,Kämmerer und Rat,Stadt,,,,Oberösterreich,,,,,,Schärding ,,,,,,,,,,,
A1653,Schwandorf ,,Stadt,,,,sö. Amberg,,,,,,Schwandorf ,,,,,,,,,,,
A1654,Schwarzach ,,Stadt,,,,"Stadtschwarzach, ö. Würzburg",,,,,,Schwarzach ,,,,,,,,,,,
A1655,Schweinfurt ,,Stadt,,,,Unterfranken,,,,,,Schweinfurt ,,,,,,,,,,,
A1656,Schwyz ,,Stadt,,,,Schweiz,,,,,,Schwyz ,,,,,,,,,,,
A1657,Siena ,,Stadt,,,,Italien,,,,,,Siena ,,,,,,,,,,,
A1658,Speyer ,,Stadt,,,,Rh. Pf.,,,,,,Speyer ,,,,,,,,,,,
A1659,Straßburg ,,Stadt,,,,Elsaß,,,,,,Straßburg ,,,,,,,,,,,
A166,Margarethe Rumlin von Neumarkt,,Person,,,,,,,,,female,,,,,,,,,,,,
A1660,Straubing ,Kämmerer und Rat,Stadt,,,,sö. Regensburg,,,,,,Straubing ,,,,,,,,,,,
A1661,Sulz ,,Stadt,,,,"w. Hechingen, Bad. Württ.",,,,,,Sulz ,,,,,,,,,,,
A1662,Sulzbach ,,Stadt,,,,nw. Amberg,,,,,,Sulzbach ,,,,,,,,,,,
A1663,Sulzfeld ,,Stadt,,,,sw. Kitzingen,,,,,,Sulzfeld ,,,,,,,,,,,
A1664,Tachau ,,Stadt,,,,Böhmen,,,,,,Tachau ,,,,,,,,,,,
A1665,Teinitz ,,Stadt,,,,nö. Lundenburg,,,,,,Teinitz ,,,,,,,,,,,
A1666,Überlingen ,,Stadt,,,,Bad. Württ.,,,,,,Überlingen ,,,,,,,,,,,
A1667,Uffenheim ,,Stadt,,,,sö. Würzburg,,,,,,Uffenheim ,,,,,,,,,,,
A1668,Ulm ,,Stadt,,,,Bad. Württ.,,,,,,Ulm ,,,,,,,,,,,
A1669,Velburg ,,Stadt,,,,nw. Parsberg,,,,,,Velburg ,,,,,,,,,,,
A167,Margarethe von Parsberg ,,Person,,,,,,,,,female,,,,,,,,,,,,
A1670,Velden ,,Stadt,,,,nö. Hersbruck,,,,,,Velden ,,,,,,,,,,,
A1671,Vilseck ,,Stadt,,,,n. Amberg,,,,,,Vilseck ,,,,,,,,,,,
A1672,Waischenfeld ,,Stadt,,,,nö. Ebermannstadt,,,,,,Waischenfeld ,,,,,,,,,,,
A1673,Weiden ,,Stadt,,,,Oberpfalz,,,,,,Weiden ,,,,,,,,,,,
A1674,Weil der Stadt ,,Stadt,,,,"sw. Stuttgart, Bad. Württ.",,,,,,Weil der Stadt ,,,,,,,,,,,
A1675,Weismain ,,Stadt,,,,w. Kulmbach,,,,,,Weismain ,,,,,,,,,,,
A1676,Weissenburg ,,Stadt,,,,Mittelfranken,,,,,,Weissenburg ,,,,,,,,,,,
A1677,Wendelstein ,,Stadt,,,,sö. Nürnberg,,,,,,Wendelstein ,,,,,,,,,,,
A1678,Wien ,,Stadt,,,,Österreich,,,,,,Wien ,,,,,,,,,,,
A1679,Wiener Neustadt ,,Stadt,,,,Niederösterreich,,,,,,Wiener Neustadt ,,,,,,,,,,,
A168,Margarethe von Rieden ,,Person,,,,welches bei Nürnberg oder Amberg?,,,,,female,,,,,,,,,,,,
A1680,Wimpfen ,,Stadt,,,,"Bad Wimpfen, n. Heilbronn, Bad. Württ.",,,,,,Wimpfen ,,,,,,,,,,,
A1681,Windsbach ,,Stadt,,,,sö. Ansbach,,,,,,Windsbach ,,,,,,,,,,,
A1682,Windsheim ,Bad Windsheim,Stadt,,,,"Bad Windsheim, Mittelfranken",,,,,,Windsheim ,,,,,,,,,,,
A1683,Worms ,,Stadt,,,,Rh. Pf.,,,,,,Worms ,,,,,,,,,,,
A1684,Wörth ,Donauwörth,Stadt,,,,"Donauwörth, Bayerisch Schwaben",,,,,,Wörth ,,,,,,,,,,,
A1685,Wunsiedel ,,Stadt,,,,nw. Marktredwitz,,,,,,Wunsiedel ,,,,,,,,,,,
A1686,Würzburg ,,Stadt,,,,Unterfranken,,,,,,Würzburg ,,,,,,,,,,,
A1687,Zell am Untersee ,,Stadt,,,,"Radolfzell, nw. Konstanz, Bad. Württ.",,,,,,Zell am Untersee ,,,,,,,,,,,
A1688,Zürich ,,Stadt,,,,Schweiz,,,,,,Zürich ,,,,,,,,,,,
A1689,Zwickau ,,Stadt,,,,Sachsen,,,,,,Zwickau ,,,,,,,,,,,
A169,"Rebin, Else?",,Person,,,,,,,,,female,,,,,,,,,,,,
A1690,Bergzabern ,,Stadt und Schloß,,,,"sw. Landau, Rh. Pf.",,,,,,Bergzabern ,,,,,,,,,,,
A1691,Buch ,,Ort,,,,Stadtteil von Nürnberg,,Stadtteil von Nürnberg,,,,,,,,,,,,,,,
A1692,Gostenhof ,,Ort,,,,Stadtteil von Nürnberg,,Stadtteil von Nürnberg,,,,,,,,,,,,,,,
A1693,Kornburg ,,Ort,,,,Stadtteil von Nürnberg,,Stadtteil von Nürnberg,,,,,,,,,,,,,,,
A1694,Wöhrd ,,Ort,,,,Stadtteil von Nürnberg,,Stadtteil von Nürnberg,,,,,,,,,,,,,,,
A1695,Tag zu Ansbach,,Ereignis,,,,Ansbach,,Tag,,,,,,,,,,,,,,,
A1696,Tag zu Aschaffenburg,,Ereignis,,,,Aschaffenburg,,Tag,,,,,,,,,,,,,,,
A1697,Tag zu Augsburg,,Ereignis,,,,Augsburg,,Tag,,,,,,,,,,,,,,,
A1698,Tag zu Baiersdorf,,Ereignis,,,,Baiersdorf,,Tag,,,,,,,,,,,,,,,
A1699,Tag zu Bamberg,,Ereignis,,,,Bamberg,,Tag,,,,,,,,,,,,,,,
A17,Hans Norger,,Person,Diener des Heinrich Marschall von Pappenheim,Burgmann zu Pappenheim,,,,,,,male,,,,,,,,,,,,
A170,Erhard Reich,,Person,Bürger zu Regensburg,,,Regensburg,fremde Bürger,,,,male,,,,,,,,,,,,
A1700,Tag zu Breslau,,Ereignis,,,,Breslau,,Tag,,,,,,,,,,,,,,,
A1701,Tag zu Bretten ,,Ereignis,,,,Bretten,,Tag,,,,,,,,,,,,,,,
A1702,Tag zu Brüx,,Ereignis,,,,Büx,,Tag,,,,,,,,,,,,,,,
A1703,Tag zu Dillingen,,Ereignis,,,,Dillingen,,Tag,,,,,,,,,,,,,,,
A1704,Tag zu Dinkelsbühl,,Ereignis,,,,Dinkelsbühl,,Tag,,,,,,,,,,,,,,,
A1705,Tag zu Eger,,Ereignis,,,,Eger ,,Tag,,,,,,,,,,,,,,,
A1706,Tag zu Eichstätt,,Ereignis,,,,Eichstätt,,Tag,,,,,,,,,,,,,,,
A1707,Tag zu Ellingen,,Ereignis,,,,Ellingen,,Tag,,,,,,,,,,,,,,,
A1708,Tag zu Frankfurt,,Ereignis,,,,Frankfurt ,,Tag,,,,,,,,,,,,,,,
A1709,Tag zu Göppingen ,,Ereignis,,,,Göppingen,,Tag,,,,,,,,,,,,,,,
A171,Hans Kalser,,Person,Bürger zu Braunau,,,Braunau,fremde Bürger,,,,male,,,,,,,,,,,,
A1710,Tag zu Grünsfeld ,,Ereignis,,,,Grünsfeld,,Tag,,,,,,,,,,,,,,,
A1711,Tag zu Günzburg ,,Ereignis,,,,Günzburg,,Tag,,,,,,,,,,,,,,,
A1712,Tag zu Gunzenhausen,,Ereignis,,,,Gunzenhausen,,Tag,,,,,,,,,,,,,,,
A1713,Tag zu Haßfurt,,Ereignis,,,,Haßfurt,,Tag,,,,,,,,,,,,,,,
A1714,Tag zu Heidelberg,,Ereignis,,,,Heidelberg,,Tag,,,,,,,,,,,,,,,
A1715,Tag zu Heilbronn ,,Ereignis,,,,Heilbronn,,Tag,,,,,,,,,,,,,,,
A1716,Tag zu Heilsbronn,,Ereignis,,,,Heilsbronn,,Tag,,,,,,,,,,,,,,,
A1717,Tag zu Herzogenaurach,,Ereignis,,,,Herzogenaurach,,Tag,,,,,,,,,,,,,,,
A1718,Tag zu Höchstadt a. d. Aisch ,,Ereignis,,,,öchstadt a. d. Aisch ,,Tag,,,,,,,,,,,,,,,
A1719,Tag zu Ingolstadt,,Ereignis,,,,Ingolstadt ,,Tag,,,,,,,,,,,,,,,
A172,Heinz Kynner,,Person,Bürger zu Cadolzburg,,,Cadolzburg,fremde Bürger,,,,male,,,,,,,,,,,,
A1720,Tag zu Kaisheim,,Ereignis,,,,,,Tag,,,,,,,,,,,,,,,
A1721,Tag zu Landshut,,Ereignis,,,,Landshut ,,Tag,,,,,,,,,,,,,,,
A1722,Tag zu Lauf,,Ereignis,,,,Lauf,,Tag,,,,,,,,,,,,,,,
A1723,Tag zu Lauingen,,Ereignis,,,,Lauingen ,,Tag,,,,,,,,,,,,,,,
A1724,Tag zu Mainz,,Ereignis,,,,Mainz,,Tag,,,,,,,,,,,,,,,
A1725,Tag zu München,,Ereignis,,,,München,,Tag,,,,,,,,,,,,,,,
A1726,Tag zu Neuenstadt am Kocher ,,Ereignis,,,,Neuenstadt am Kocher ,,Tag,,,,,,,,,,,,,,,
A1727,Tag zu Neustadt an der Aisch ,,Ereignis,,,,Neustadt an der Aisch ,,Tag,,,,,,,,,,,,,,,
A1728,Tag zu Nördlingen,,Ereignis,,,,Nördlingen,,Tag,,,,,,,,,,,,,,,
A1729,Tag zu Nürnberg,,Ereignis,,,,Nürnberg ,,Tag,,,,,,,,,,,,,,,
A173,Thomas Mercklin,,Person,Bürger zu Erfurt,,,Erfurt,fremde Bürger,,,,male,,,,,,,,,,,,
A1730,Tag zu Oettingen,,Ereignis,,,,Oettingen,,Tag,,,,,,,,,,,,,,,
A1731,Tag zu Öhringen,,Ereignis,,,,Öhringen,,Tag,,,,,,,,,,,,,,,
A1732,Tag zu Pappenheim,,Ereignis,,,,Pappenheim,,Tag,,,,,,,,,,,,,,,
A1733,Tag zu Pilsen,,Ereignis,,,,Pilsen,,Tag,,,,,,,,,,,,,,,
A1734,Tag zu Prag,,Ereignis,,,,Prag,,Tag,,,,,,,,,,,,,,,
A1735,Tag zu Regensburg,,Ereignis,,,,Regensburg,,Tag,,,,,,,,,,,,,,,
A1736,Tag zu Rothenburg o. d. Tauber ,,Ereignis,,,,Rothenburg o. d. Tauber ,,Tag,,,,,,,,,,,,,,,
A1737,Tag zu Speyer,,Ereignis,,,,Speyer ,,Tag,,,,,,,,,,,,,,,
A1738,Tag zu Straßburg,,Ereignis,,,,Straßburg,,Tag,,,,,,,,,,,,,,,
A1739,Tag zu Tübingen ,,Ereignis,,,,Tübingen,,Tag,,,,,,,,,,,,,,,
A174,Adam Müllner,,Person,Bürger zu Amberg,,,Amberg,fremder Bürger,,,,male,,,,,,,,,,,,
A1740,Tag zu Ulm,,Ereignis,,,,Ulm,,Tag,,,,,,,,,,,,,,,
A1741,Tag zu Waischenfeld,,Ereignis,,,,Waischenfeld,,Tag,,,,,,,,,,,,,,,
A1742,Tag zu Weissenburg,,Ereignis,,,,Weissenburg,,Tag,,,,,,,,,,,,,,,
A1743,Tag zu Worms,,Ereignis,,,,Worms,,Tag,,,,,,,,,,,,,,,
A1744,Tag zu Würzburg,,Ereignis,,,,Würzburg,,Tag,,,,,,,,,,,,,,,
A1745,Universität Leipzig,,Institution,,,,Leipzig ,,Universität,,,,,,,,,,,,,,,
A1746,Amtmann von Kitzingen,,Person,,,,Kitzingen,,Funktionsträger,,,male,,,s. Rudolf von Hürnheim,,,,,,,,,
A1747,Kastner von Roth,,Person,Kastner von Roth,,,Roth,,Funktionsträger,,Kastner,male,,,"s. Schüttensam, Watzenrieder",,,,,,,,,
A1748,Tag zu Wemding ,,Ereignis,,,,nö. Nördlingen,,Tag,,,,,,,,,,,,,,,
A1749, von Argun von Augsburg,,Person,,,Kinder des Peter von Argun von Augsburg,,,,,,male,,,,,,,,,,,,
A175,Adam Schuster,,Person,Bürger zu Hilpoltstein,,,Hilpoltstein,fremder Bürger,,,,male,,,,,,,,,,,,
A1750,Wildenau Wildeisner,,Person,,,,,,,,,male,,,,,,,,,,,,
A1751,Aachen ,,Stadt,,,,Nordrh. Westf.,,,,,,Aachen ,,,,,,,,,,,
A1752,Ablaß des Bistums Augsburg,,Sache,,,,,,Ablass,,,,,,,,,,,,,,,
A1753,Ablaß Zypern,,Sache,,,,,,Ablass,,,,,,,,,,,,,,,
A1754,Abraham Sprintzen,,Person,,,,,,,,,male,,,,,,,,,,,,
A1755,Adam auf der  zur Nürnber,,Person,,,,Nürnberg,,,,,male,,,,,,,,,,,,
A1756,Adam Ermreicher,,Person,,,,,,,,,male,,,,,,,,,,,,
A1757,Adam von Giech,,Person,,,,,,,,,male,,,,,,,,,,,,
A1758,Adam von Gumper,,Person,,,,,,,,,male,,,,,,,,,,,,
A1759,Adam Weidner,,Person,,,,,,,,,male,,,,,,,,,,,,
A176,Albrecht Bürger,,Person,Bürger zu Lauf,,,Lauf,fremder Bürger,,,,male,,,,,,,,,,,,
A1760,Adelheid Puttnerin,,Person,,,,,,,,,female,,,,,,,,,,,,
A1761,Adelheid Virnkornin,,Person,,,,,,,,,female,,,,,,,,,,,,
A1762,Adelhenne von Laiderbach ,,Person,,,,"Liederbach, nw. Frankfurt, Hessen?",,,,,male,,,,,,,,,,,,
A1763,"Adelmann, F., zu Lindelbach",,Person,,,,,,,,,male,,,,,,,,,,,,
A1764,Agnes Freißlebin,,Person,,,,,,,,,female,,,,,,,,,,,,
A1765,Agnes Hirtin,,Person,,,,,,,,,female,,,,,,,,,,,,
A1766,Agnes Hoferin,,Person,,,,,,,,,female,,,,,,,,,,,,
A1767,Agnes Sneydorn,,Person,,,,,,,,,female,,,,,,,,,,,,
A1768,Albert Perl,,Person,,,,,,,,,male,,,,,,,,,,,,
A1769,Albrecht Fleischmann,,Person,,,,,,,,,male,,,,,,,,,,,,
A177,Albrecht Finck,,Person,Bürger zu Neuburg,,,Neuburg,fremder Bürger,,,,male,,,,,,,,,,,,
A1770,Albrecht Gotzmann von Büg,,Person,,,,,,,,,male,,,,,,,,,,,,
A1771,Albrecht Hafner,,Person,,,,,,,,,male,,,,,,,,,,,,
A1772,Albrecht Hofler von Eggolsheim,,Person,,,,,,,,,male,,,,,,,,,,,,
A1773,Albrecht Kreutzer,,Person,Untervogt zu Neustadt an der Aisch,,,Neustadt an der Aisch,,Funktionsträger,,Untervogt,male,,,,,,,,,,,,
A1774,Albrecht Mendorfer,,Person,,,,,,,,,male,,,,,,,,,,,,
A1775,Albrecht Neunkirchner,,Person,,,,,,,,,male,,,,,,,,,,,,
A1776,Albrecht Neustetter,,Person,Landschreiber zu Bamberg,,,,,,,Landschreiber,male,Landgericht Bamberg,,,,,,,,,,,
A1777,Albrecht Ratz von Wiesenbach zu Sindlbach,,Person,,,,,,,,,male,,,,,,,,,,,,
A1778,Albrecht Schuchken,,Person,,,,,,,,,male,,,,,,,,,,,,
A1779,Albrecht Sneyder,,Person,,,,,,,,,male,,,,,,,,,,,,
A178,Albrecht Koppenwalder,,Person,Bürger zu Regensburg,,,Regensburg,fremder Bürger,,,,male,,,,,,,,,,,,
A1780,Albrecht Spengler,,Person,,,,,,,,,male,,,,,,,,,,,,
A1781,Albrecht Tauchersdorfer,,Person,Nürnberger Diener,,,Nürnberg,,,,,male,Nürnberger Rat,,,,,,,,,,,
A1782,Albrecht Tauchersdorferin,,Person,,,,,,,,,male,,,,,,,,,,,,
A1783,Albrecht Truchtel von Forchheim,,Person,,,,,,,,,male,,,,,,,,,,,,
A1784,Albrecht Volf,,Person,,,,,,,,,male,,,,,,,,,,,,
A1785,Albrecht von Gebsattel ,,Person,Komtur zu Mergentheim,,,Mergentheim,,Komtur,,,male,Deutscher Orden,,,,,,,,,,,
A1786,Albrecht von Muntzer zu Guteneck,,Person,,,,,,,,,male,,,,,,,,,,,,
A1787,Albrecht von Vestenberg ,,Person,,,,,,,,,male,,,,,,,,,,,,
A1788,Albrecht von Waldenfels ,,Person,,,,,,,,,male,,,,,,,,,,,,
A1789,Albrecht Wagner,,Person,,,,,,,,,male,,,,,,,,,,,,
A179,Albrecht Nürmberger,,Person,Bürger zu Wien,,,Wien,fremder Bürger,,,,male,,,,,,,,,,,,
A1790,Albrecht Weber zu Hetzles,,Person,,,,Hetzles,,,,,male,,,,,,,,,,,,
A1791,Alexander von Breslau,,Person,,,,,,,,,male,,,,,,,,,,,,
A1792,Alexin Gurtler,,Person,,,,,,,,,male,,,,,,,,,,,,
A1793,Alexius Haller,,Person,,,,,,,,,male,,,,,,,,,,,,
A1794,Alheid Loneisin ,Ellen Loneisin,Person,,,,,,,,,female,,,,,,,,,,,,
A1795,Alheit? Koler,,Person,,,,,,,,,male,,,,,,,,,,,,
A1796,Allersberg ,,Ort,,,,ö. Roth,,,,,,,,,,,,,,,,,
A1797,Alms ,,Ort,,,, = Almoshof?,,,,,,,,,,,,,,,,,
A1798,Also von Sternberg ,,Person,,,,"ö. Beneschau, Böhmen",,,,,male,,,,,,,,,,,,
A1799,"Alt, B.",,Person,,,,,,,,,male,,,,,,,,,,,,
A18,Hans Imhof,,Person,Bürger zu N.,Diener Pfgf. Friedrichs,,Nürnberg,Nürnberger Bürger,,,,male,Pfalzgraf,,,,,,,,,,,
A180,Alhart Kolerin,,Person,Bürger zu Ulm,,,Ulm,fremder Bürger,,,,male,,,,,,,,,,,,
A1800,Amalia von Bern und von der Leiter,,Person,,,,,,,,,female,,,,,,,,,,,,
A1801,Ambrosius Trinkaus,,Person,,,,,,,,,male,,,,,,,,,,,,
A1802,Amt Wöhrd,,Person,,,,,,,,,male,,,,,,,,,,,,
A1803,Amtmann ,,Person,,,,,,Funktionsträger,,,male,,,,,,,,,,,,
A1805,Andre Großkopf,,Person,,,,,,,,,male,,,,,,,,,,,,
A1806,Andre Hubmeier,,Person,,,,,,,,,male,,,,,,,,,,,,
A1807,Andre Loder zu Ibm ,,Person,Kanzler,,,,,,,Kanzler,male,,,,,,,,,,,,
A1808,Amtmann von Fürth ,,Person,Amtmann von Fürth ,,,Mittelfranken,,Funktionsträger,,Amtmann,male,,,,,,,,,,,,
A1808,Andre Salburch,,Person,,,,,,,,,male,,,,,,,,,,,,
A1809,Andre Stupf,,Person,,,,,,,,,male,,,,,,,,,,,,
A181,Alheit Rotler,,Person,Bürger zu Forchheim,,,Forchheim,fremder Bürger,,,,male,,,,,,,,,,,,
A1810,Andreas Kramer,,Person,,,,,,,,,male,,,,,,,,,,,,
A1811,Andreas Puntzinger,,Person,,,,,,,,,male,,,,,,,,,,,,
A1812,Andreas Wandergern,,Person,,,,,,,,,male,,,,,,,,,,,,
A1813,Andres Brun,,Person,,,,,,,,,male,,,,,,,,,,,,
A1814,Andres Ruttenauer zu Dinkelsbühl,,Person,,,,Dinkelsbühl,,,,,male,,,,,,,,,,,,
A1815,Andres Sperrer,,Person,,,,,,,,,male,,,,,,,,,,,,
A1816,Ankenreuter ,Nankenreuter,Person,,,,,,,,,male,,,,,,,,,,,,
A1817,Anna Arzt,,Person,,,,,,,,,female,,,,,,,,,,,,
A1818,Anna Beheim,,Person,,,Tochter Otto Beheims,,,,,,female,,,,,,,,,,,,
A1819,Anna Betzensteinerin,,Person,,,,,,,,,female,,,,,,,,,,,,
A182,Andre Etlinger,,Person,Bürger zu Landshut,,,Landshut,fremder Bürger,,,,male,,,,,,,,,,,,
A1820,Anna Eisenreichin,,Person,,,,,,,,,female,,,,,,,,,,,,
A1821,Anna Feintzerin,,Person,,,,,,,,,female,,,,,,,,,,,,
A1822,Anna Flucherin,,Person,,,,,,,,,female,,,,,,,,,,,,
A1823,Anna Fugerin,,Person,,,,,,,,,female,,,,,,,,,,,,
A1824,Anna Hernerin,,Person,,,,,,,,,female,,,,,,,,,,,,
A1825,Anna Kalkmenin,,Person,,,,,,,,,female,,,,,,,,,,,,
A1826,Anna Koburgerin,,Person,,,,,,,,,female,,,,,,,,,,,,
A1827,Anna Kopplin,,Person,,,,,,,,,female,,,,,,,,,,,,
A1828,Anna Krabatin,,Person,,,,,,,,,female,,,,,,,,,,,,
A1829,Anna Letzelterin,,Person,,,,,,,,,female,,,,,,,,,,,,
A183,Andres Wahen,,Person,Bürger zu Berching,,,Berching,fremder Bürger,,,,male,,,,,,,,,,,,
A1830,Anna Marschalkin,,Person,Marschall von Donnersberg?,,,,,,,,female,,,,,,,,,,,,
A1831,Anna Mayerin,,Person,,,,,,,,,female,,,,,,,,,,,,
A1832,Anna Pfinzing,,Person,,,Frau des Sebald Pfinzing,Nürnberg,,,,,female,,,,,,,,,,,,
A1833,Anna Reinboldin,,Person,,,,,,,,,female,,,,,,,,,,,,
A1834,Anna Remin von Reutlingen,,Person,,,,,,,,,female,,,,,,,,,,,,
A1835,Anna Sickingen,,Person,Vitztumin zu Aschaffenburg,,,Aschaffenburg,,Funktionsträger,,Statthalter,female,,,,,,,,,,,,
A1836,Anna Stiglitzin,,Person,,,,,,,,,female,,,,,,,,,,,,
A1837,Anna von Hornstein,,Person,,,,,,,,,female,,,,,,,,,,,,
A1838,Anna von Plauen,,Person,,,,,,,,,female,,,,,,,,,,,,
A1839,Anna Zelterin,,Person,,,,,,,,,female,,,,,,,,,,,,
A184,Andres Wolkensteiner,,Person,Bürger zu Leipzig,,,Leipzig,fremder Bürger,,,,male,,,,,,,,,,,,
A1840,Anna Zenger,,Person,,,,,,,,,female,,,,,,,,,,,,
A1841,Anselm von Rosenberg ,,Person,,,,,,,,,male,,,,,,,,,,,,
A1842,Anselm von Tettau ,,Person,,,,,,,,,male,,,,,,,,,,,,
A1843,Anselm von Yberg ,,Person,,,,"abgeg. Burg bei Stetten im Remstal, sö. Waiblingen, Bad. Württ.",,,,,male,,,,,,,,,,,,
A1844,Anton,,Person,Gerichtsschreiber,,,,,,,Schreiber,male,,,,,,,,,,,,
A1845,Anton Eulenflug,,Person,,,,,,,,,male,,,,,,,,,,,,
A1846,Anton Reck,,Person,,,,,,,,,male,,,,,,,,,,,,
A1847,Anton von Seckendorff ,,Person,,,,,,,,,male,,,,,,,,,,,,
A1848,Anton von Wittstatt ,,Person,,,,"Oberwittstatt, nw. Künzelsau, Bad. Württ.",,,,,male,,,,,,,,,,,,
A1849,Antonius von Herzogenaurach,,Person,,,,,,,,,male,,,,,,,,,,,,
A185,Anna Schon,,Person,Bürger zu Dillingen,,,Dillingen,fremder Bürger,,,,female,,,,,,,,,,,,
A1850,Apel von Stotternheim ,,Person,,,,"n. Erfurt, Thüringen",,,,,male,,,,,,,,,,,,
A1851,Apel von Tettau ,,Person,,,,,,,,,male,,,,,,,,,,,,
A1852,Armbauerin,,Person,,, Witwe des Cristan,,,,,,female,,,,,,,,,,,,
A1853,Arnold Apel,,Person,,,,,,,,,male,,,,,,,,,,,,
A1854,Arnold von Bremen,,Person,Meister,,,,,,,,male,,,,,,,,,,,,
A1855,Arnold von Seeland,,Person,,,,,,,,,male,,,,,,,,,,,,
A1856,Arnold von Sparneck zu Weißdorf,,Person,,,,,,,,,male,,,,,,,,,,,,
A1857,Arnold von Til,,Person,,,,,,,,,male,,,,,,,,,,,,
A1858,Arnsberg ,,Person,,,,Nordrh. Westf.,,,,,male,,,,,,,,,,,,
A1859,Ärtze und Apotheker von Nürnberg,,Personengruppe,Ärzte und Apotheker von Nürnberg,,,Nürnberg ,Nürnberger Bürger,,,,male,,,,,,,,,,,,
A186,Anna Weschein,,Person,Bürger zu Iphofen,,,Iphofen,fremder Bürger,,,,female,,,,,,,,,,,,
A1860,Arzlohe ,,Person,,,,,,,,,male,,,,,,,,,,,,
A1861,Aschaffenburg ,,Person,,,,Unterfranken,,,,,male,,,,,,,,,,,,
A1862,Asmus Aichstock,,Person,,,,,,,,,male,,,,,,,,,,,,
A1863,Atzelsberg ,,Person,,,,nö. Erlangen,,,,,male,,,,,,,,,,,,
A1864,Elsbet Auerin,,Person,Priorin zu Frauenaurach,,,Frauenaurach,Kleriker,,,Prior,female,Kloster Frauenaurach,,,,,,,,,,,
A1865,Augustin Dürnfelder,,Person,,,,,,,,,male,,,,,,,,,,,,
A1866,Bader Mutz,,Person,,,,,,,,,male,,,,,,,,,,,,
A1867,Bader Osterreich,,Person,,,,,,,,,male,,,,,,,,,,,,
A1868,Balthasar Imhof,,Person,,,,,,,,,male,,,,,,,,,,,,
A1869,Balthasar Nothaft zu Bodenstein,,Person,,,,,,,,,male,,,,,,,,,,,,
A187,Anton Stieber,,Person,Schultheiß zu Forchheim,,,Forchheim,fremder Bürger,Funktionsträger,,Schultheiß,male,,,,,,,,,,,,
A1870,Balthasar Rosch,,Person,,,,,,,,,male,,,,,,,,,,,,
A1871,Balthasar Spilberger,,Person,Augsburger Diener,,,Augsburg,,,,,male,,,,,,,,,,,,
A1872,Balthasar von Mylau,,Person,,,,,,,,,male,,,,,,,,,,,,
A1873,Balthasar von Thüngen,,Person,,,,,,,,,male,,,,,,,,,,,,
A1874,Balthasar von Wenkheim,,Person,,,,,,,,,male,,,,,,,,,,,,
A1875,Balthasar Vyol,,Person,,,,,,,,,male,,,,,,,,,,,,
A1876,Bamberg,Schultheiß und Stadt Bamberg,Person,,,,Oberfranken,,,,,male,,,,,,,,,,,,
A1877,Barbara Haller,,Person,,,Witwe Erhards Haller,,,,,,female,,,,,,,,,,,,
A1878,Barbara Hallerin,,Person,,,,,,,,,female,,,,,,,,,,,,
A1879,Barbara Kretzerin von Rothenburg,,Person,,,,Rothenburg,,,,,female,,,,,,,,,,,,
A188,die Auracherin,,Person,Bürger zu Spittal,,Frau Jakob Aurachers,Spittal,fremder Bürger,,,,female,,,,,,,,,,,,
A1880,Barbara Kürsnerin,,Person,,,,,,,,,female,,,,,,,,,,,,
A1881,Barbara Merten Spörlin,,Person,,,,,,,,,female,,,,,,,,,,,,
A1882,Barbara Neithartin,,Person,,,,,,,,,female,,,,,,,,,,,,
A1883,Barbara Schetzlin,,Person,,,,,,,,,female,,,,,,,,,,,,
A1884,Barbara Seuffin,,Person,,,,,,,,,female,,,,,,,,,,,,
A1885,Barbara von Muntzer zu Flügelsberg,,Person,,,,,,,,,female,,,,,,,,,,,,
A1886,Bartholomeus Biberteraw,,Person,,,,,,,,,male,,,,,,,,,,,,
A1887,Bartholomeus Hirschvogel,,Person,,,,,,,,,male,,,,,,,,,,,,
A1888,Bartholomeus Neithart,,Person,,,,,,,,,male,,,,,,,,,,,,
A1889,Bartholomeus Scheuerlin,,Person,,,,,,,,,male,,,,,,,,,,,,
A189,Balthasar Hegelbach,,Person,Bürger zu Windsheim,,,Windsheim,fremder Bürger,,,,male,,,,,,,,,,,,
A1890,Bartholomeus Scheyrling,,Person,,,,,,,,,male,,,,,,,,,,,,
A1891,Bartholomeus Stromer,,Person,,,,,,,,,male,,,,,,,,,,,,
A1892,Bartholomeus Suntheim,,Person,,,,,,,,,male,,,,,,,,,,,,
A1893,Bartholomeus Welser,,Person,,,,,,,,,male,,,,,,,,,,,,
A1894,Baudisheim,,Person,,,,,,,,,male,,,,,,,,,,,,
A1895,Bauer der Vestenberg,,Person,,,,Vestenberg,,,,,male,,,,,,,,,,,,
A1896,Bauern Grünast,,Person,,,,,,,,,male,,,,,,,,,,,,
A1897,Bauern Wanderbach,,Person,,,,,,,,,male,,,,,,,,,,,,
A1898,"Baumanin, Margarethe und ihr ungen. Mann",,Person,,,,,,,,,male,,,,,,,,,,,,
A1899,Baumeister von Nürnberg,,Person,,,,Nürnberg ,,,,,male,,,,,,,,,,,,
