IdPerson,Name,Rolle,IdBER
A723, N. N. ,MENTIONED_IN,BER1693
A1748, Tag zu Wemding ,MENTIONED_IN,BER6468
A1749, von Argun von Augsburg,MENTIONED_IN,BER5891
A1750, Wildenau Wildeisner,MENTIONED_IN,BER8229
A1751,Aachen ,SENDER_IN,BER6396
A1751,Aalen ,MENTIONED_IN,BER500
A1524,Aalen ,MENTIONED_IN,BER3457
A1524,Aalen ,MENTIONED_IN,BER3440
A1525,Abenberg ,SENDER_IN,BER8185
A1525,Abenberg ,SENDER_IN,BER1870
A1525,Abenberg ,MENTIONED_IN,BER2262
A1752,Ablaß des Bistums Augsburg,MENTIONED_IN,BER2231
A1753,Ablaß Zypern,MENTIONED_IN,BER6176
A1754,Abraham Sprintzen,MENTIONED_IN,BER3
A943,Abt der Schotten in Würzburg,MENTIONED_IN,BER2850
A627,Abt des Klosters Ensdorf,SENDER_IN,BER7108
A944,Abt von St. Burkhard Würzburg,MENTIONED_IN,BER4691
A1755,Adam auf der ,MENTIONED_IN,BER3430
A1052,Adam Braunwart,MENTIONED_IN,BER7848
A1052,Adam Braunwart,MENTIONED_IN,BER5882
A1052,Adam Braunwart,MENTIONED_IN,BER5939
A1052,Adam Braunwart,MENTIONED_IN,BER6006
A1052,Adam Braunwart,MENTIONED_IN,BER6246
A1052,Adam Braunwart,MENTIONED_IN,BER6850
A1052,Adam Braunwart,MENTIONED_IN,BER6947
A1756,Adam Ermreicher,SENDER_IN,BER3545
A1756,Adam Ermreicher,SENDER_IN,BER2482
A174,Adam Müllner,MENTIONED_IN,BER8221
A1053,Adam Praunwart,MENTIONED_IN,BER6348
A175,Adam Schuster,MENTIONED_IN,BER4832
A1757,Adam von Giech,SENDER_IN,BER6061
A1757,Adam von Giech,SENDER_IN,BER1057
A1757,Adam von Giech,SENDER_IN,BER1963
A1757,Adam von Giech,SENDER_IN,BER2033
A1758,Adam von Gumper,SENDER_IN,BER7513
A1759,Adam Weidner,SENDER_IN,BER8234
A1759,Adam Weidner,SENDER_IN,BER8211
A1760,Adelheid Puttnerin,SENDER_IN,BER7081
A1761,Adelheid Virnkornin,MENTIONED_IN,BER972
A1762,Adelhenne von Laiderbach ,MENTIONED_IN,BER7328
A1763,"Adelmann, F., zu Lindelbach",MENTIONED_IN,BER4960
A1764,Agnes Freißlebin,MENTIONED_IN,BER6137
A1054,Agnes Gosweinin,MENTIONED_IN,BER4050
A1054,Agnes Gosweinin,MENTIONED_IN,BER1914
A1054,Agnes Gosweinin,MENTIONED_IN,BER2989
A1054,Agnes Gosweinin,MENTIONED_IN,BER4034
A1055,Agnes Hallerin,MENTIONED_IN,BER132
A1055,Agnes Hallerin,MENTIONED_IN,BER48
A1056,Agnes Herzogin,MENTIONED_IN,BER5738
A1765,Agnes Hirtin,MENTIONED_IN,BER7133
A1766,Agnes Hoferin,MENTIONED_IN,BER3412
A1767,Agnes Sneydorn,MENTIONED_IN,BER7619
A27,Agnes Zaumstrickerin,MENTIONED_IN,BER2410
A921,Alban Klosner von Gern ,SENDER_IN,BER6808
A921,Alban Klosner von Gern ,SENDER_IN,BER3985
A1768,Albert Perl,MENTIONED_IN,BER5675
A945,Albrecht,MENTIONED_IN,BER7744
A176,Albrecht Bürger,MENTIONED_IN,BER1863
A177,Albrecht Finck,MENTIONED_IN,BER3459
A177,Albrecht Finck,MENTIONED_IN,BER3080
A1769,Albrecht Fleischmann,MENTIONED_IN,BER7446
A1769,Albrecht Fleischmann,MENTIONED_IN,BER2083
A1770,Albrecht Gotzmann von Büg,SENDER_IN,BER2344
A1770,Albrecht Gotzmann von Büg,SENDER_IN,BER324
A1770,Albrecht Gotzmann von Büg,SENDER_IN,BER350
A1771,Albrecht Hafner,MENTIONED_IN,BER6391
A1771,Albrecht Hafner,MENTIONED_IN,BER6141
A66,Albrecht Hauer,SENDER_IN,BER7299
A1772,Albrecht Hofler von Eggolsheim,MENTIONED_IN,BER6229
A482,Albrecht Klack,SENDER_IN,BER8260
A482,Albrecht Klack,SENDER_IN,BER2704
A482,Albrecht Klack,SENDER_IN,BER2739
A482,Albrecht Klack,SENDER_IN,BER4076
A482,Albrecht Klack,SENDER_IN,BER4104
A482,Albrecht Klack,SENDER_IN,BER4411
A482,Albrecht Klack,SENDER_IN,BER4750
A482,Albrecht Klack,SENDER_IN,BER6093
A482,Albrecht Klack,SENDER_IN,BER6103
A482,Albrecht Klack,SENDER_IN,BER7720
A178,Albrecht Koppenwalder,MENTIONED_IN,BER618
A1773,Albrecht Kreutzer,SENDER_IN,BER5212
A1773,Albrecht Kreutzer,SENDER_IN,BER2385
A1773,Albrecht Kreutzer,SENDER_IN,BER5079
A1774,Albrecht Mendorfer,SENDER_IN,BER1080
A1775,Albrecht Neunkirchner,MENTIONED_IN,BER4098
A1776,Albrecht Neustetter,SENDER_IN,BER6469
A179,Albrecht Nürmberger,SENDER_IN,BER4459
A179,Albrecht Nürmberger,MENTIONED_IN,BER1922
A179,Albrecht Nürmberger,SENDER_IN,BER1925
A179,Albrecht Nürmberger,SENDER_IN,BER3971
A706,Albrecht Pickel,SENDER_IN,BER5786
A35,Albrecht Preuss,MENTIONED_IN,BER6649
A35,Albrecht Preuss,MENTIONED_IN,BER6453
A1057,Albrecht Pulman,MENTIONED_IN,BER7780
A1058,Albrecht Ramung,SENDER_IN,BER7597
A1777,Albrecht Ratz von Wiesenbach zu Sindlbach,MENTIONED_IN,BER6024
A1777,Albrecht Ratz von Wiesenbach zu Sindlbach,SENDER_IN,BER1029
A1777,Albrecht Ratz von Wiesenbach zu Sindlbach,SENDER_IN,BER5085
A1777,Albrecht Ratz von Wiesenbach zu Sindlbach,SENDER_IN,BER5661
A1777,Albrecht Ratz von Wiesenbach zu Sindlbach,MENTIONED_IN,BER5796
A1777,Albrecht Ratz von Wiesenbach zu Sindlbach,MENTIONED_IN,BER6018
A483,Albrecht Schrimpf,MENTIONED_IN,BER7369
A1778,Albrecht Schuchken,SENDER_IN,BER4080
A1779,Albrecht Sneyder,MENTIONED_IN,BER835
A1780,Albrecht Spengler,MENTIONED_IN,BER6102
A1781,Albrecht Tauchersdorfer,SENDER_IN,BER7933
A1781,Albrecht Tauchersdorfer,MENTIONED_IN,BER1629
A1781,Albrecht Tauchersdorfer,SENDER_IN,BER2190
A1781,Albrecht Tauchersdorfer,SENDER_IN,BER2216
A1781,Albrecht Tauchersdorfer,MENTIONED_IN,BER2459
A1781,Albrecht Tauchersdorfer,MENTIONED_IN,BER3014
A1781,Albrecht Tauchersdorfer,MENTIONED_IN,BER3205
A1781,Albrecht Tauchersdorfer,MENTIONED_IN,BER3499
A1781,Albrecht Tauchersdorfer,MENTIONED_IN,BER3676
A1781,Albrecht Tauchersdorfer,SENDER_IN,BER3885
A1781,Albrecht Tauchersdorfer,SENDER_IN,BER4754
A1781,Albrecht Tauchersdorfer,SENDER_IN,BER4919
A1781,Albrecht Tauchersdorfer,MENTIONED_IN,BER5526
A1781,Albrecht Tauchersdorfer,MENTIONED_IN,BER5705
A1781,Albrecht Tauchersdorfer,MENTIONED_IN,BER6285
A1781,Albrecht Tauchersdorfer,MENTIONED_IN,BER7194
A1781,Albrecht Tauchersdorfer,MENTIONED_IN,BER7434
A1781,Albrecht Tauchersdorfer,MENTIONED_IN,BER7829
A1781,Albrecht Tauchersdorfer,SENDER_IN,BER7928
A1782,Albrecht Tauchersdorferin,MENTIONED_IN,BER7538
A1783,Albrecht Truchtel von Forchheim,MENTIONED_IN,BER1440
A1783,Albrecht Truchtel von Forchheim,SENDER_IN,BER578
A1783,Albrecht Truchtel von Forchheim,SENDER_IN,BER747
A1784,Albrecht Volf,MENTIONED_IN,BER7098
A1785,Albrecht von Gebsattel ,SENDER_IN,BER8150
A1785,Albrecht von Gebsattel ,SENDER_IN,BER2582
A1786,Albrecht von Muntzer zu Guteneck,SENDER_IN,BER6348
A1787,Albrecht von Vestenberg ,MENTIONED_IN,BER4945
A1787,Albrecht von Vestenberg ,SENDER_IN,BER4944
A1788,Albrecht von Waldenfels ,SENDER_IN,BER2162
A1041,Albrecht von Wirsberg,SENDER_IN,BER4818
A1042,Albrecht von Wolfsstein zu Hauseck,MENTIONED_IN,BER2564
A1042,Albrecht von Wolfsstein zu Hauseck,SENDER_IN,BER390
A1042,Albrecht von Wolfsstein zu Hauseck,SENDER_IN,BER2301
A1042,Albrecht von Wolfsstein zu Hauseck,SENDER_IN,BER2328
A1042,Albrecht von Wolfsstein zu Hauseck,MENTIONED_IN,BER2346
A1042,Albrecht von Wolfsstein zu Hauseck,SENDER_IN,BER2354
A1042,Albrecht von Wolfsstein zu Hauseck,MENTIONED_IN,BER2379
A1042,Albrecht von Wolfsstein zu Hauseck,SENDER_IN,BER2469
A1042,Albrecht von Wolfsstein zu Hauseck,SENDER_IN,BER2497
A1042,Albrecht von Wolfsstein zu Hauseck,MENTIONED_IN,BER2558
A1789,Albrecht Wagner,MENTIONED_IN,BER5849
A1790,Albrecht Weber zu Hetzles,MENTIONED_IN,BER4486
A1791,Alexander von Breslau,SENDER_IN,BER5814
A1792,Alexin Gurtler,MENTIONED_IN,BER4184
A431,Alexius,MENTIONED_IN,BER7058
A431,Alexius,SENDER_IN,BER6621
A431,Alexius,SENDER_IN,BER6665
A1793,Alexius Haller,MENTIONED_IN,BER4024
A1793,Alexius Haller,MENTIONED_IN,BER2945
A1059,Alhart Helm ,MENTIONED_IN,BER7611
A180,Alhart Kolerin,MENTIONED_IN,BER6347
A1794,Alheid Loneisin ,MENTIONED_IN,BER7751
A1794,Alheid Loneisin ,SENDER_IN,BER7089
A1794,Alheid Loneisin ,MENTIONED_IN,BER7749
A1794,Alheid Loneisin ,MENTIONED_IN,BER7750
A181,Alheit Rotler,MENTIONED_IN,BER161
A1795,Alheit? Koler,MENTIONED_IN,BER3108
A1796,Allersberg ,MENTIONED_IN,BER705
A1797,Alms ,MENTIONED_IN,BER431
A1798,Also von Sternberg ,SENDER_IN,BER5879
A1798,Also von Sternberg ,SENDER_IN,BER2322
A1799,"Alt, B.",MENTIONED_IN,BER4112
A1526,Altdorf ,MENTIONED_IN,BER7353
A1526,Altdorf ,MENTIONED_IN,BER531
A1526,Altdorf ,MENTIONED_IN,BER533
A1526,Altdorf ,MENTIONED_IN,BER837
A1526,Altdorf ,MENTIONED_IN,BER2546
A1526,Altdorf ,SENDER_IN,BER3591
A1526,Altdorf ,SENDER_IN,BER5648
A475,Alter Rat von Schweinfurt,SENDER_IN,BER1102
A475,Alter Rat von Schweinfurt,SENDER_IN,BER844
A475,Alter Rat von Schweinfurt,SENDER_IN,BER1035
A475,Alter Rat von Schweinfurt,SENDER_IN,BER1050
A1060,Ältere Herren von Nürnberg,RECEIVER_IN,BER606
A1060,Ältere Herren von Nürnberg,RECEIVER_IN,BER495
A1800,Amalia von Bern und von der Leiter,SENDER_IN,BER5084
A1800,Amalia von Bern und von der Leiter,SENDER_IN,BER4569
A1800,Amalia von Bern und von der Leiter,SENDER_IN,BER4613
A1800,Amalia von Bern und von der Leiter,SENDER_IN,BER4637
A1527,Amberg ,SENDER_IN,BER7946
A1527,Amberg ,MENTIONED_IN,BER180
A1527,Amberg ,SENDER_IN,BER661
A1527,Amberg ,SENDER_IN,BER684
A1527,Amberg ,SENDER_IN,BER1048
A1527,Amberg ,SENDER_IN,BER1257
A1527,Amberg ,SENDER_IN,BER1279
A1527,Amberg ,SENDER_IN,BER1290
A1527,Amberg ,SENDER_IN,BER1324
A1527,Amberg ,SENDER_IN,BER1511
A1527,Amberg ,SENDER_IN,BER1847
A1527,Amberg ,MENTIONED_IN,BER1856
A1527,Amberg ,MENTIONED_IN,BER1860
A1527,Amberg ,SENDER_IN,BER1911
A1527,Amberg ,SENDER_IN,BER1926
A1527,Amberg ,SENDER_IN,BER2212
A1527,Amberg ,SENDER_IN,BER2342
A1527,Amberg ,SENDER_IN,BER2532
A1527,Amberg ,SENDER_IN,BER2676
A1527,Amberg ,SENDER_IN,BER2887
A1527,Amberg ,SENDER_IN,BER2935
A1527,Amberg ,SENDER_IN,BER2943
A1527,Amberg ,SENDER_IN,BER2964
A1527,Amberg ,SENDER_IN,BER3052
A1527,Amberg ,SENDER_IN,BER3170
A1527,Amberg ,SENDER_IN,BER3230
A1527,Amberg ,SENDER_IN,BER3281
A1527,Amberg ,SENDER_IN,BER3506
A1527,Amberg ,SENDER_IN,BER3917
A1527,Amberg ,SENDER_IN,BER3943
A1527,Amberg ,SENDER_IN,BER4213
A1527,Amberg ,MENTIONED_IN,BER4225
A1527,Amberg ,SENDER_IN,BER4313
A1527,Amberg ,SENDER_IN,BER4353
A1527,Amberg ,SENDER_IN,BER4443
A1527,Amberg ,SENDER_IN,BER4479
A1527,Amberg ,SENDER_IN,BER4524
A1527,Amberg ,MENTIONED_IN,BER6169
A1527,Amberg ,SENDER_IN,BER6202
A1527,Amberg ,SENDER_IN,BER6309
A1527,Amberg ,SENDER_IN,BER6400
A1527,Amberg ,SENDER_IN,BER6450
A1527,Amberg ,SENDER_IN,BER6602
A1527,Amberg ,SENDER_IN,BER6622
A1527,Amberg ,SENDER_IN,BER6874
A1527,Amberg ,SENDER_IN,BER6885
A1527,Amberg ,SENDER_IN,BER7190
A1527,Amberg ,SENDER_IN,BER7355
A1527,Amberg ,SENDER_IN,BER7424
A1527,Amberg ,SENDER_IN,BER7462
A1527,Amberg ,SENDER_IN,BER7524
A1527,Amberg ,SENDER_IN,BER7618
A1527,Amberg ,SENDER_IN,BER7826
A1527,Amberg ,SENDER_IN,BER7861
A1527,Amberg ,SENDER_IN,BER7899
A1801,Ambrosius Trinkaus,MENTIONED_IN,BER5359
A1802,Amt Wöhrd,MENTIONED_IN,BER2911
A1803,Amtmann ,SENDER_IN,BER3437
A1804,Amtmann von Fürth ,SENDER_IN,BER6999
A1805,Amtmann von Fürth ,SENDER_IN,BER2061
A1806,Amtmann von Fürth ,SENDER_IN,BER3117
A1807,Amtmann von Fürth ,SENDER_IN,BER4883
A1808,Amtmann von Fürth ,SENDER_IN,BER5191
A1746,Amtmann von Kitzingen,MENTIONED_IN,BER1575
A1061,Andre Doner,MENTIONED_IN,BER5946
A1061,Andre Doner,MENTIONED_IN,BER3451
A1061,Andre Doner,MENTIONED_IN,BER5926
A182,Andre Etlinger,MENTIONED_IN,BER3228
A182,Andre Etlinger,MENTIONED_IN,BER1557
A182,Andre Etlinger,MENTIONED_IN,BER1814
A182,Andre Etlinger,MENTIONED_IN,BER2103
A182,Andre Etlinger,MENTIONED_IN,BER2305
A182,Andre Etlinger,MENTIONED_IN,BER2521
A1805,Andre Großkopf,SENDER_IN,BER4432
A1806,Andre Hubmeier,MENTIONED_IN,BER2093
A1807,Andre Loder zu Ibm ,SENDER_IN,BER7786
A1807,Andre Loder zu Ibm ,SENDER_IN,BER2701
A1807,Andre Loder zu Ibm ,SENDER_IN,BER3228
A1807,Andre Loder zu Ibm ,SENDER_IN,BER4764
A1807,Andre Loder zu Ibm ,SENDER_IN,BER4799
A1807,Andre Loder zu Ibm ,MENTIONED_IN,BER5158
A1807,Andre Loder zu Ibm ,SENDER_IN,BER5236
A1807,Andre Loder zu Ibm ,SENDER_IN,BER5293
A1807,Andre Loder zu Ibm ,SENDER_IN,BER5317
A1807,Andre Loder zu Ibm ,SENDER_IN,BER5324
A1807,Andre Loder zu Ibm ,MENTIONED_IN,BER5396
A1807,Andre Loder zu Ibm ,SENDER_IN,BER5554
A1807,Andre Loder zu Ibm ,SENDER_IN,BER6970
A1807,Andre Loder zu Ibm ,SENDER_IN,BER7184
A1807,Andre Loder zu Ibm ,SENDER_IN,BER7244
A1807,Andre Loder zu Ibm ,SENDER_IN,BER7753
A1808,Andre Salburch,MENTIONED_IN,BER3294
A1809,Andre Stupf,MENTIONED_IN,BER8056
A1809,Andre Stupf,SENDER_IN,BER7119
A1810,Andreas Kramer,MENTIONED_IN,BER72
A1811,Andreas Puntzinger,MENTIONED_IN,BER2928
A1811,Andreas Puntzinger,SENDER_IN,BER624
A1811,Andreas Puntzinger,MENTIONED_IN,BER2846
A1812,Andreas Wandergern,MENTIONED_IN,BER976
A1813,Andres Brun,SENDER_IN,BER7124
A1814,Andres Ruttenauer zu Dinkelsbühl,MENTIONED_IN,BER6673
A1815,Andres Sperrer,MENTIONED_IN,BER5970
A724,Andres Swartz von Stolzenroth,MENTIONED_IN,BER1363
A183,Andres Wahen,MENTIONED_IN,BER1240
A184,Andres Wolkensteiner,MENTIONED_IN,BER2467
A184,Andres Wolkensteiner,MENTIONED_IN,BER974
A184,Andres Wolkensteiner,MENTIONED_IN,BER975
A184,Andres Wolkensteiner,MENTIONED_IN,BER1115
A184,Andres Wolkensteiner,MENTIONED_IN,BER1937
A1062,Andres Zeringer,MENTIONED_IN,BER5269
A1816,Ankenreuter ,SENDER_IN,BER230
A1817,Anna Arzt,MENTIONED_IN,BER4870
A1817,Anna Arzt,MENTIONED_IN,BER4106
A1817,Anna Arzt,MENTIONED_IN,BER4107
A1817,Anna Arzt,MENTIONED_IN,BER4148
A1817,Anna Arzt,MENTIONED_IN,BER4176
A1817,Anna Arzt,MENTIONED_IN,BER4234
A1817,Anna Arzt,MENTIONED_IN,BER4259
A1817,Anna Arzt,MENTIONED_IN,BER4260
A1817,Anna Arzt,MENTIONED_IN,BER4269
A1817,Anna Arzt,MENTIONED_IN,BER4275
A1817,Anna Arzt,MENTIONED_IN,BER4296
A1817,Anna Arzt,SENDER_IN,BER4418
A1817,Anna Arzt,MENTIONED_IN,BER4532
A1817,Anna Arzt,SENDER_IN,BER4567
A1817,Anna Arzt,MENTIONED_IN,BER4631
A1817,Anna Arzt,MENTIONED_IN,BER4633
A1063,Anna Bechrerin,MENTIONED_IN,BER7165
A1063,Anna Bechrerin,SENDER_IN,BER6640
A1063,Anna Bechrerin,MENTIONED_IN,BER6696
A1063,Anna Bechrerin,SENDER_IN,BER6697
A1063,Anna Bechrerin,MENTIONED_IN,BER6738
A1063,Anna Bechrerin,MENTIONED_IN,BER6771
A1063,Anna Bechrerin,MENTIONED_IN,BER6812
A1063,Anna Bechrerin,MENTIONED_IN,BER7114
A1063,Anna Bechrerin,MENTIONED_IN,BER7115
A1063,Anna Bechrerin,MENTIONED_IN,BER7122
A1063,Anna Bechrerin,MENTIONED_IN,BER7132
A1063,Anna Bechrerin,MENTIONED_IN,BER7144
A1063,Anna Bechrerin,MENTIONED_IN,BER7158
A1818,Anna Beheim,SENDER_IN,BER385
A1819,Anna Betzensteinerin,MENTIONED_IN,BER4831
A1819,Anna Betzensteinerin,MENTIONED_IN,BER2031
A1819,Anna Betzensteinerin,MENTIONED_IN,BER4183
A1819,Anna Betzensteinerin,MENTIONED_IN,BER4358
A1820,Anna Eisenreichin,MENTIONED_IN,BER2430
A1820,Anna Eisenreichin,MENTIONED_IN,BER2428
A1820,Anna Eisenreichin,MENTIONED_IN,BER2429
A1821,Anna Feintzerin,SENDER_IN,BER6563
A1822,Anna Flucherin,SENDER_IN,BER2405
A1823,Anna Fugerin,MENTIONED_IN,BER4599
A1064,Anna Granetelin,MENTIONED_IN,BER7079
A946,Anna Hermanspergerin,SENDER_IN,BER5877
A946,Anna Hermanspergerin,SENDER_IN,BER5804
A1824,Anna Hernerin,MENTIONED_IN,BER6536
A1825,Anna Kalkmenin,MENTIONED_IN,BER2383
A1826,Anna Koburgerin,MENTIONED_IN,BER149
A1827,Anna Kopplin,MENTIONED_IN,BER5687
A1828,Anna Krabatin,MENTIONED_IN,BER1478
A1828,Anna Krabatin,MENTIONED_IN,BER1457
A1829,Anna Letzelterin,MENTIONED_IN,BER5288
A1829,Anna Letzelterin,MENTIONED_IN,BER3778
A1830,Anna Marschalkin,SENDER_IN,BER1928
A1831,Anna Mayerin,MENTIONED_IN,BER7830
A1832,Anna Pfinzing,MENTIONED_IN,BER6442
A1832,Anna Pfinzing,SENDER_IN,BER4297
A1832,Anna Pfinzing,SENDER_IN,BER5189
A1833,Anna Reinboldin,MENTIONED_IN,BER2603
A1834,Anna Remin von Reutlingen,MENTIONED_IN,BER3764
A1834,Anna Remin von Reutlingen,MENTIONED_IN,BER3538
A1834,Anna Remin von Reutlingen,MENTIONED_IN,BER3568
A1834,Anna Remin von Reutlingen,MENTIONED_IN,BER3569
A1834,Anna Remin von Reutlingen,MENTIONED_IN,BER3616
A185,Anna Schon,MENTIONED_IN,BER4571
A1458,Anna Schultheissin,MENTIONED_IN,BER8039
A1458,Anna Schultheissin,MENTIONED_IN,BER1835
A1458,Anna Schultheissin,MENTIONED_IN,BER2978
A1458,Anna Schultheissin,MENTIONED_IN,BER8032
A1835,Anna Sickingen,SENDER_IN,BER7400
A1836,Anna Stiglitzin,SENDER_IN,BER7614
A1065,Anna Usmerin,MENTIONED_IN,BER8128
A1065,Anna Usmerin,MENTIONED_IN,BER5045
A1065,Anna Usmerin,MENTIONED_IN,BER5090
A1065,Anna Usmerin,MENTIONED_IN,BER5125
A1065,Anna Usmerin,MENTIONED_IN,BER5282
A1065,Anna Usmerin,MENTIONED_IN,BER5397
A1065,Anna Usmerin,MENTIONED_IN,BER5632
A1065,Anna Usmerin,MENTIONED_IN,BER5955
A1065,Anna Usmerin,MENTIONED_IN,BER6198
A1065,Anna Usmerin,MENTIONED_IN,BER6359
A1065,Anna Usmerin,MENTIONED_IN,BER6409
A1065,Anna Usmerin,MENTIONED_IN,BER7218
A1065,Anna Usmerin,MENTIONED_IN,BER7259
A1065,Anna Usmerin,MENTIONED_IN,BER7759
A1065,Anna Usmerin,MENTIONED_IN,BER7877
A1837,Anna von Hornstein,SENDER_IN,BER1975
A1838,Anna von Plauen,MENTIONED_IN,BER4796
A1838,Anna von Plauen,MENTIONED_IN,BER4671
A1066,Anna Wechslerin,MENTIONED_IN,BER4977
A1066,Anna Wechslerin,MENTIONED_IN,BER4931
A186,Anna Weschein,MENTIONED_IN,BER7980
A725,Anna Wildin von Oberheckenhofen,MENTIONED_IN,BER5156
A1839,Anna Zelterin,MENTIONED_IN,BER5581
A1840,Anna Zenger,SENDER_IN,BER1584
A1840,Anna Zenger,SENDER_IN,BER1403
A1528,Ansbach ,MENTIONED_IN,BER8154
A1528,Ansbach ,SENDER_IN,BER1714
A1528,Ansbach ,MENTIONED_IN,BER2199
A1528,Ansbach ,MENTIONED_IN,BER3244
A1528,Ansbach ,SENDER_IN,BER3308
A1528,Ansbach ,MENTIONED_IN,BER3675
A1528,Ansbach ,MENTIONED_IN,BER5640
A1528,Ansbach ,MENTIONED_IN,BER5823
A1528,Ansbach ,MENTIONED_IN,BER7061
A1528,Ansbach ,SENDER_IN,BER8122
A1841,Anselm von Rosenberg ,SENDER_IN,BER2176
A1842,Anselm von Tettau ,SENDER_IN,BER188
A1843,Anselm von Yberg ,MENTIONED_IN,BER5693
A1843,Anselm von Yberg ,MENTIONED_IN,BER5555
A1843,Anselm von Yberg ,MENTIONED_IN,BER5570
A1843,Anselm von Yberg ,MENTIONED_IN,BER5578
A1843,Anselm von Yberg ,MENTIONED_IN,BER5599
A1844,Anton,MENTIONED_IN,BER7153
A1844,Anton,MENTIONED_IN,BER6853
A1845,Anton Eulenflug,SENDER_IN,BER7877
A1845,Anton Eulenflug,SENDER_IN,BER1780
A1845,Anton Eulenflug,SENDER_IN,BER2090
A1845,Anton Eulenflug,SENDER_IN,BER3058
A1845,Anton Eulenflug,MENTIONED_IN,BER5157
A1067,Anton Eulenslack,MENTIONED_IN,BER7445
A1068,Anton Küfler,MENTIONED_IN,BER7726
A1846,Anton Reck,MENTIONED_IN,BER6238
A1069,Anton Riedler,MENTIONED_IN,BER646
A947,Anton Schüppel,MENTIONED_IN,BER7640
A947,Anton Schüppel,MENTIONED_IN,BER7639
A187,Anton Stieber,SENDER_IN,BER7187
A187,Anton Stieber,MENTIONED_IN,BER1868
A187,Anton Stieber,SENDER_IN,BER2581
A187,Anton Stieber,SENDER_IN,BER3210
A187,Anton Stieber,SENDER_IN,BER3325
A187,Anton Stieber,SENDER_IN,BER4785
A187,Anton Stieber,SENDER_IN,BER5017
A187,Anton Stieber,SENDER_IN,BER5160
A187,Anton Stieber,SENDER_IN,BER5376
A187,Anton Stieber,SENDER_IN,BER5406
A187,Anton Stieber,MENTIONED_IN,BER5791
A187,Anton Stieber,SENDER_IN,BER5831
A187,Anton Stieber,SENDER_IN,BER6492
A58,Anton Tallner,MENTIONED_IN,BER7972
A58,Anton Tallner,RECEIVER_IN,BER123
A58,Anton Tallner,SENDER_IN,BER901
A58,Anton Tallner,SENDER_IN,BER1210
A58,Anton Tallner,SENDER_IN,BER7480
A86,Anton Tucher,RECEIVER_IN,BER8225
A86,Anton Tucher,MENTIONED_IN,BER5166
A86,Anton Tucher,SENDER_IN,BER5832
A86,Anton Tucher,RECEIVER_IN,BER8224
A1847,Anton von Seckendorff ,MENTIONED_IN,BER434
A1848,Anton von Wittstatt ,MENTIONED_IN,BER7778
A1849,Antonius von Herzogenaurach,MENTIONED_IN,BER124
A922,Anwälte von Herzog Ludwig von Bayern,SENDER_IN,BER5517
A1070,Apel Arnold,MENTIONED_IN,BER6881
A1070,Apel Arnold,SENDER_IN,BER3428
A1070,Apel Arnold,MENTIONED_IN,BER3810
A1070,Apel Arnold,MENTIONED_IN,BER6715
A144,Apel d. Ä. zu Tannroda,SENDER_IN,BER8176
A144,Apel d. Ä. zu Tannroda,MENTIONED_IN,BER12
A144,Apel d. Ä. zu Tannroda,MENTIONED_IN,BER41
A144,Apel d. Ä. zu Tannroda,MENTIONED_IN,BER42
A144,Apel d. Ä. zu Tannroda,SENDER_IN,BER2194
A144,Apel d. Ä. zu Tannroda,SENDER_IN,BER2477
A144,Apel d. Ä. zu Tannroda,MENTIONED_IN,BER2742
A144,Apel d. Ä. zu Tannroda,MENTIONED_IN,BER2763
A144,Apel d. Ä. zu Tannroda,MENTIONED_IN,BER2895
A144,Apel d. Ä. zu Tannroda,MENTIONED_IN,BER3556
A144,Apel d. Ä. zu Tannroda,SENDER_IN,BER4091
A1850,Apel von Stotternheim ,MENTIONED_IN,BER20
A1851,Apel von Tettau ,MENTIONED_IN,BER6954
A1851,Apel von Tettau ,MENTIONED_IN,BER1688
A1851,Apel von Tettau ,MENTIONED_IN,BER1713
A1851,Apel von Tettau ,MENTIONED_IN,BER1795
A1851,Apel von Tettau ,MENTIONED_IN,BER5836
A1466,Appenzell ,SENDER_IN,BER7037
A1852,Armbauerin,MENTIONED_IN,BER4714
A1852,Armbauerin,MENTIONED_IN,BER4698
A1853,Arnold Apel,MENTIONED_IN,BER4560
A726,Arnold Geusner,MENTIONED_IN,BER6078
A726,Arnold Geusner,MENTIONED_IN,BER2009
A1071,Arnold Til d. J.,SENDER_IN,BER5218
A1854,Arnold von Bremen,MENTIONED_IN,BER4253
A931,Arnold von Loe,SENDER_IN,BER8243
A1855,Arnold von Seeland,MENTIONED_IN,BER7304
A1855,Arnold von Seeland,MENTIONED_IN,BER2626
A1855,Arnold von Seeland,MENTIONED_IN,BER2660
A1855,Arnold von Seeland,MENTIONED_IN,BER2662
A1855,Arnold von Seeland,SENDER_IN,BER2669
A1856,Arnold von Sparneck zu Weißdorf,SENDER_IN,BER6132
A1857,Arnold von Til,MENTIONED_IN,BER2388
A1857,Arnold von Til,MENTIONED_IN,BER2358
A1857,Arnold von Til,MENTIONED_IN,BER2359
A1858,Arnsberg ,MENTIONED_IN,BER6945
A1859,Ärtze und Apotheker von Nürnberg,MENTIONED_IN,BER2458
A1860,Arzlohe ,MENTIONED_IN,BER2413
A1860,Arzlohe ,MENTIONED_IN,BER1995
A1861,Aschaffenburg ,MENTIONED_IN,BER5419
A1862,Asmus Aichstock,MENTIONED_IN,BER6535
A484,Asmus Eberstein,MENTIONED_IN,BER8100
A484,Asmus Eberstein,MENTIONED_IN,BER1916
